Orthogroup	Amblyomma_aureolatum	Rhipicephalus_bursa	Rhipicephalus_microplus	Rhipicephalus_sanguineus	Rhipicephalus_zambeziensis
OG0000917	sp|P46941|TG325_CAEEL, sp|Q9BRR9|RHG09_HUMAN	tr|B7P5B5|B7P5B5_IXOSC, tr|L7M670|L7M670_RHIPC, tr|V5HUY8|V5HUY8_IXORI			sp|Q5ZMM3|RHG15_CHICK
OG0000918	sp|Q8VEB1|GRK5_MOUSE	tr|A0A023GKB4|A0A023GKB4_AMBTT, tr|B7PEM1|B7PEM1_IXOSC, tr|L7MDE7|L7MDE7_RHIPC, tr|L7MFA6|L7MFA6_RHIPC			sp|Q8VEB1|GRK5_MOUSE
OG0000919	sp|Q58A65|JIP4_MOUSE	tr|B7QNU7|B7QNU7_IXOSC, tr|L7M4S3|L7M4S3_RHIPC, tr|V5H525|V5H525_IXORI, tr|V5I520|V5I520_IXORI			sp|Q58A65|JIP4_MOUSE
OG0000920	sp|Q00168|KCC2A_DROME	tr|A0A023GCW9|A0A023GCW9_AMBTT, tr|G3MFU3|G3MFU3_AMBMU, tr|L7M116|L7M116_RHIPC		sp|Q00168|KCC2A_DROME	sp|Q00168|KCC2A_DROME
OG0000921	sp|O95831|AIFM1_HUMAN	tr|A0A023FQQ1|A0A023FQQ1_AMBCJ, tr|L7M3L4|L7M3L4_RHIPC, tr|L7M3S0|L7M3S0_RHIPC		sp|Q9JM53|AIFM1_RAT	sp|O95831|AIFM1_HUMAN
OG0000922	sp|Q5NVI3|RED_PONAB	tr|A0A023FMS7|A0A023FMS7_AMBCJ, tr|L7MAC3|L7MAC3_RHIPC, tr|L7MCF7|L7MCF7_RHIPC, tr|L7MDG7|L7MDG7_RHIPC			sp|Q5NVI3|RED_PONAB
OG0000923	sp|Q6NS57|MABP1_MOUSE	tr|A0A023FZH8|A0A023FZH8_AMBPA, tr|B7PYL0|B7PYL0_IXOSC, tr|L7MFZ0|L7MFZ0_RHIPC, tr|V5HZM3|V5HZM3_IXORI			sp|Q6DFF9|MABP1_XENLA
OG0000924	sp|Q00174|LAMA_DROME	tr|A0A090X8V9|A0A090X8V9_IXORI, tr|L7LW75|L7LW75_RHIPC, tr|V5IDM5|V5IDM5_IXORI		sp|Q00174|LAMA_DROME	sp|Q00174|LAMA_DROME
OG0000925	sp|Q9Y426|C2CD2_HUMAN	tr|L7M092|L7M092_RHIPC, tr|L7MIA3|L7MIA3_RHIPC, tr|L7MJX0|L7MJX0_RHIPC, tr|V5IFV5|V5IFV5_IXORI			sp|O14523|C2C2L_HUMAN
OG0000926	sp|Q8VD65|PI3R4_MOUSE	tr|B7PJP7|B7PJP7_IXOSC, tr|L7LVC7|L7LVC7_RHIPC		sp|P22219|VPS15_YEAST	sp|Q8VD65|PI3R4_MOUSE, sp|Q99570|PI3R4_HUMAN
OG0000927	sp|Q6ZS30|NBEL1_HUMAN	tr|A0A023GF19|A0A023GF19_AMBTT, tr|B7P8P2|B7P8P2_IXOSC, tr|L7M033|L7M033_RHIPC, tr|V5IDN1|V5IDN1_IXORI			sp|Q6ZS30|NBEL1_HUMAN
OG0000928	sp|P24788|CD11B_MOUSE	tr|A0A023FJW6|A0A023FJW6_AMBCJ, tr|A0A023GDB5|A0A023GDB5_AMBTT, tr|W0G1U5|W0G1U5_RHIMP			sp|P21127|CD11B_HUMAN, sp|P46892|CD11B_RAT
OG0000929	sp|Q13442|HAP28_HUMAN	tr|A0A023FHU7|A0A023FHU7_AMBCJ, tr|A0A023FX98|A0A023FX98_AMBPA, tr|A0A023G3V6|A0A023G3V6_AMBTT		sp|Q13442|HAP28_HUMAN	sp|Q13442|HAP28_HUMAN
OG0000930	sp|Q99LI8|HGS_MOUSE	tr|A0A023GFU1|A0A023GFU1_AMBTT, tr|B7PCX6|B7PCX6_IXOSC, tr|L7M697|L7M697_RHIPC		sp|Q9JJ50|HGS_RAT	sp|Q99LI8|HGS_MOUSE
OG0000931	sp|A2A8Z1|OSBL9_MOUSE	tr|A0A023GNQ2|A0A023GNQ2_AMBTT, tr|B7PQB8|B7PQB8_IXOSC, tr|L7M1L8|L7M1L8_RHIPC, tr|L7MIC0|L7MIC0_RHIPC			sp|Q5R9W4|OSBL9_PONAB
OG0000932	sp|Q15438|CYH1_HUMAN	tr|A0A023FJV7|A0A023FJV7_AMBCJ, tr|G3MIA6|G3MIA6_AMBMU, tr|L7LXL8|L7LXL8_RHIPC, tr|L7LYY1|L7LYY1_RHIPC			sp|Q15438|CYH1_HUMAN
OG0000933	sp|A1ZAU8|PTRO_DROME	tr|A0A023GFG1|A0A023GFG1_AMBTT, tr|L7LX91|L7LX91_RHIPC, tr|L7M6J5|L7M6J5_RHIPC, tr|L7M984|L7M984_RHIPC			sp|A1ZAU8|PTRO_DROME
OG0000934	sp|Q5ZIN1|NUDC_CHICK	tr|A0A023GIF0|A0A023GIF0_AMBTT, tr|F0J910|F0J910_AMBVA, tr|L7M6J3|L7M6J3_RHIPC		sp|Q9Y266|NUDC_HUMAN	sp|Q5ZIN1|NUDC_CHICK
OG0000935	sp|Q920Q8|NS1BP_MOUSE	tr|A0A023G7Q4|A0A023G7Q4_AMBTT, tr|L7MH17|L7MH17_RHIPC, tr|L7MHZ3|L7MHZ3_RHIPC		sp|Q7ZVQ8|NS1BB_DANRE	sp|Q7ZVQ8|NS1BB_DANRE
OG0000936	sp|P67963|KC1A_XENLA	tr|A0A023FJT7|A0A023FJT7_AMBCJ, tr|A0A023GIJ4|A0A023GIJ4_AMBTT, tr|L7M5A3|L7M5A3_RHIPC			sp|P67963|KC1A_XENLA, sp|Q6P3K7|KC1DB_DANRE
OG0000937	sp|Q5F4B8|S46A3_CHICK, sp|Q6DCX5|PCFT_XENLA, sp|Q7ZWG6|PCFT_DANRE, sp|Q9DC26|S46A3_MOUSE	tr|L7MH11|L7MH11_RHIPC			sp|Q9DC26|S46A3_MOUSE
OG0000938	sp|P51577|P2RX4_RAT	tr|A0A023FY76|A0A023FY76_AMBPA, tr|A0A090XA81|A0A090XA81_IXORI, tr|B7PU34|B7PU34_IXOSC, tr|E9MYP5|E9MYP5_RHIMP			sp|Q99571|P2RX4_HUMAN
OG0000939	sp|Q9Y5Y0|FLVC1_HUMAN	tr|A0A023GFB1|A0A023GFB1_AMBTT, tr|L7MI55|L7MI55_RHIPC, tr|L7MID6|L7MID6_RHIPC, tr|V5IBZ4|V5IBZ4_IXORI			sp|Q9Y5Y0|FLVC1_HUMAN
OG0000940	sp|Q6RH31|PSN1_CANLF	tr|A0A023FJA5|A0A023FJA5_AMBCJ, tr|A0A023GJV5|A0A023GJV5_AMBTT, tr|L7MF87|L7MF87_RHIPC, tr|L7MIX2|L7MIX2_RHIPC			sp|P49810|PSN2_HUMAN
OG0000941	sp|Q8BUV8|GP107_MOUSE	tr|A0A023GG65|A0A023GG65_AMBTT, tr|B7PQT4|B7PQT4_IXOSC, tr|L7M2K9|L7M2K9_RHIPC		sp|Q8BUV8|GP107_MOUSE	sp|Q8BUV8|GP107_MOUSE
OG0000942	sp|P48509|CD151_HUMAN, sp|Q9QZA6|CD151_RAT	tr|A0A023FE34|A0A023FE34_AMBCJ, tr|B7P2E1|B7P2E1_IXOSC, tr|L7LZG5|L7LZG5_RHIPC			sp|A1L157|TSN11_HUMAN
OG0000943	sp|Q66RM2|BI1_PIG, sp|Q9IA79|BI1_PAROL	tr|A0A023G0H6|A0A023G0H6_AMBPA, tr|F0JA71|F0JA71_AMBVA, tr|L7MKV3|L7MKV3_RHIPC			sp|Q9IA79|BI1_PAROL
OG0000944	sp|Q78S06|SYS1_MOUSE	tr|A0A023GP89|A0A023GP89_AMBTT, tr|B7P149|B7P149_IXOSC, tr|G3MPG2|G3MPG2_AMBMU, tr|L7M378|L7M378_RHIPC			sp|Q78S06|SYS1_MOUSE
OG0000945	sp|P91950|GNAQ_HOMAM	tr|A0A023FFT1|A0A023FFT1_AMBCJ, tr|L7MGG4|L7MGG4_RHIPC, tr|V5HED7|V5HED7_IXORI		sp|P23625|GNAQ_DROME	sp|P45645|GNA11_MELGA
OG0000946	sp|Q9R099|TBL2_MOUSE	tr|G3MHX9|G3MHX9_AMBMU, tr|L7MEG4|L7MEG4_RHIPC, tr|L7MFK8|L7MFK8_RHIPC		sp|Q9R099|TBL2_MOUSE	sp|Q9Y4P3|TBL2_HUMAN
OG0000947	sp|Q5A246|RPC3_CANAL, sp|Q9D483|RPC3_MOUSE	tr|G3ML89|G3ML89_AMBMU, tr|L7MAE1|L7MAE1_RHIPC, tr|V5HB97|V5HB97_IXORI			sp|Q9D483|RPC3_MOUSE
OG0000948	sp|A2VD13|PTCD1_RAT, sp|O75127|PTCD1_HUMAN	tr|L7M4T0|L7M4T0_RHIPC, tr|V5H123|V5H123_IXORI			sp|A2VD13|PTCD1_RAT, sp|O75127|PTCD1_HUMAN
OG0000949	sp|Q8I1F4|FBRL_DROER, sp|Q8SR42|FBRL_ENCCU, sp|Q9W1V3|FBRL_DROME	tr|L7M549|L7M549_RHIPC		sp|Q8I1F4|FBRL_DROER	sp|P22509|FBRL_RAT
OG0000950	sp|Q10126|YSM6_CAEEL	tr|A0A023FUL5|A0A023FUL5_AMBPA, tr|A0A023G893|A0A023G893_AMBTT, tr|A0A023GFX8|A0A023GFX8_AMBTT, tr|A0A023GMF8|A0A023GMF8_AMBTT			sp|Q10126|YSM6_CAEEL
OG0000951	sp|Q8HXA6|ASB15_BOVIN	tr|A0A023G5Z1|A0A023G5Z1_AMBTT, tr|L7MAE3|L7MAE3_RHIPC, tr|L7MJX9|L7MJX9_RHIPC, tr|L7MM35|L7MM35_RHIPC, tr|V5HPS2|V5HPS2_IXORI			
OG0000952	sp|O54879|HMGB3_MOUSE, sp|Q24537|HMG2_DROME	tr|A0A023GFH9|A0A023GFH9_AMBTT, tr|L7M4P3|L7M4P3_RHIPC		sp|Q24537|HMG2_DROME	sp|Q24537|HMG2_DROME
OG0000953	sp|Q90Z12|HES4A_XENLA, sp|Q9HCC6|HES4_HUMAN	tr|B7P6G5|B7P6G5_IXOSC, tr|L7M3I7|L7M3I7_RHIPC			sp|Q6IRB2|HES1A_XENLA, sp|Q6PBD4|HES4_XENTR
OG0000954	sp|P49715|CEBPA_HUMAN, sp|P53568|CEBPG_MOUSE	tr|A0A023FEL0|A0A023FEL0_AMBCJ, tr|L7LZN2|L7LZN2_RHIPC			sp|P17676|CEBPB_HUMAN, sp|P53568|CEBPG_MOUSE
OG0000955	sp|Q9U2M8|C2D1_CAEEL	tr|B7PE56|B7PE56_IXOSC, tr|L7M677|L7M677_RHIPC, tr|V5IJ92|V5IJ92_IXORI			sp|Q29M42|C2D1_DROPS, sp|Q9VKJ9|C2D1_DROME
OG0000956	sp|Q4KLL0|TCEA1_RAT	tr|A0A023FV83|A0A023FV83_AMBPA, tr|A0A023GDY5|A0A023GDY5_AMBTT, tr|L7MKC6|L7MKC6_RHIPC		sp|Q4KLL0|TCEA1_RAT	sp|P23193|TCEA1_HUMAN
OG0000957	sp|Q9ESM0|IP6K1_RAT	tr|B7Q3L3|B7Q3L3_IXOSC, tr|L7MLF6|L7MLF6_RHIPC			sp|Q8BWD2|IP6K3_MOUSE, sp|Q9ESM0|IP6K1_RAT, sp|Q9UHH9|IP6K2_HUMAN
OG0000958	sp|Q0DXS3|RDR1_ORYSJ, sp|Q9LQV2|RDR1_ARATH	tr|B7Q0Y7|B7Q0Y7_IXOSC, tr|V5H594|V5H594_IXORI			sp|Q0DXS3|RDR1_ORYSJ, sp|Q9LQV2|RDR1_ARATH
OG0000959	sp|P58797|NXF1_COTJA, sp|Q9UBU9|NXF1_HUMAN	tr|A0A023GFK0|A0A023GFK0_AMBTT		sp|P58797|NXF1_COTJA	sp|O88984|NXF1_RAT, sp|P58797|NXF1_COTJA
OG0000960	sp|Q15020|SART3_HUMAN, sp|Q5REG1|SART3_PONAB	tr|L7LSI6|L7LSI6_RHIPC, tr|L7MDT5|L7MDT5_RHIPC			sp|B3DJT0|SART3_DANRE, sp|Q15020|SART3_HUMAN
OG0000961	sp|Q28GD4|ELAV2_XENTR, sp|Q5U259|ELV1B_XENLA	tr|A0A023GKM8|A0A023GKM8_AMBTT, tr|L7M0L6|L7M0L6_RHIPC		sp|Q5U259|ELV1B_XENLA	sp|Q6GLB5|ELAV1_XENTR
OG0000962	sp|O18870|SMN_BOVIN	tr|B7PET2|B7PET2_IXOSC, tr|L7M292|L7M292_RHIPC, tr|L7MJ51|L7MJ51_RHIPC, tr|V5HZH2|V5HZH2_IXORI			sp|O18870|SMN_BOVIN
OG0000963	sp|Q5R5W2|TADBP_PONAB	tr|L7MIQ3|L7MIQ3_RHIPC, tr|L7MJ08|L7MJ08_RHIPC, tr|L7MLN0|L7MLN0_RHIPC		sp|Q5R5W2|TADBP_PONAB	sp|Q5R5W2|TADBP_PONAB
OG0000964	sp|Q32N90|MBTD1_XENLA	tr|A0A023GD35|A0A023GD35_AMBTT, tr|B7PB16|B7PB16_IXOSC, tr|L7MDT1|L7MDT1_RHIPC, tr|L7MGI0|L7MGI0_RHIPC			sp|Q32N90|MBTD1_XENLA
OG0000965	sp|Q1IW96|Y2194_DEIGD	tr|A0A023FQC2|A0A023FQC2_AMBCJ, tr|A0A090X9V3|A0A090X9V3_IXORI, tr|L7MKQ6|L7MKQ6_RHIPC		sp|Q04FS7|Y768_OENOB	sp|Q1IW96|Y2194_DEIGD
OG0000966	sp|Q5ZMV7|WDR82_CHICK	tr|A0A023FH18|A0A023FH18_AMBCJ, tr|A0A023GID1|A0A023GID1_AMBTT, tr|L7LSL3|L7LSL3_RHIPC, tr|L7M2M0|L7M2M0_RHIPC			sp|Q9VLN1|WDR82_DROME
OG0000967	sp|P62315|SMD1_MOUSE	tr|B7PWB9|B7PWB9_IXOSC, tr|F0JAB7|F0JAB7_AMBVA, tr|V5HVL1|V5HVL1_IXORI		sp|P62315|SMD1_MOUSE	sp|P62315|SMD1_MOUSE
OG0000968	sp|Q5RAZ4|DHX15_PONAB	tr|A0A023GLS7|A0A023GLS7_AMBTT, tr|L7M762|L7M762_RHIPC, tr|V5I0T8|V5I0T8_IXORI		sp|Q5RAZ4|DHX15_PONAB	sp|O35286|DHX15_MOUSE
OG0000969	sp|Q5ZI03|CIR1_CHICK, sp|Q86X95|CIR1_HUMAN	tr|L7LUT6|L7LUT6_RHIPC, tr|L7M5M2|L7M5M2_RHIPC		sp|Q5ZI03|CIR1_CHICK	sp|Q5ZI03|CIR1_CHICK
OG0000970	sp|Q5ZJ85|PRPF3_CHICK	tr|G3MTQ0|G3MTQ0_AMBMU, tr|L7M2F5|L7M2F5_RHIPC		sp|Q922U1|PRPF3_MOUSE	sp|O43395|PRPF3_HUMAN, sp|Q5ZJ85|PRPF3_CHICK
OG0000971	sp|Q924W6|TRI66_MOUSE	tr|B7PFS9|B7PFS9_IXOSC, tr|V5IIV1|V5IIV1_IXORI			sp|Q56R14|TRI33_XENLA, sp|Q6E2N3|TRI33_DANRE, sp|Q9UPN9|TRI33_HUMAN
OG0000972	sp|O88477|IF2B1_MOUSE	tr|A0A023GLL1|A0A023GLL1_AMBTT, tr|L7M2Y0|L7M2Y0_RHIPC		sp|Q5RB68|IF2B2_PONAB, sp|Q8CGX0|IF2B1_RAT	sp|Q5SF07|IF2B2_MOUSE
OG0000973	sp|Q8K0V4|CNOT3_MOUSE	tr|A0A023FLC1|A0A023FLC1_AMBCJ, tr|A0A023GFG6|A0A023GFG6_AMBTT, tr|B7PMA1|B7PMA1_IXOSC, tr|L7MA01|L7MA01_RHIPC			sp|O75175|CNOT3_HUMAN
OG0000974	sp|Q969X6|UTP4_HUMAN	tr|A0A023GL95|A0A023GL95_AMBTT, tr|L7M1N8|L7M1N8_RHIPC, tr|L7MCJ1|L7MCJ1_RHIPC, tr|V5IC38|V5IC38_IXORI			sp|Q969X6|UTP4_HUMAN
OG0000975	sp|Q1XG89|TDR12_BOMMO	tr|B7PT23|B7PT23_IXOSC, tr|L7MCY6|L7MCY6_RHIPC, tr|L7MJH9|L7MJH9_RHIPC, tr|V5HTR8|V5HTR8_IXORI			sp|Q1XG89|TDR12_BOMMO
OG0000976	sp|B4MM23|SHEP_DROWI	tr|A0A023FSH7|A0A023FSH7_AMBPA, tr|B7PQI2|B7PQI2_IXOSC, tr|L7M6W6|L7M6W6_RHIPC		sp|B4MM23|SHEP_DROWI	sp|Q3ZBP3|RBMS1_BOVIN
OG0000977	sp|B4NAD3|KIBRA_DROWI, sp|Q5SXA9|KIBRA_MOUSE	tr|A0A023GLI0|A0A023GLI0_AMBTT, tr|B7PJL5|B7PJL5_IXOSC, tr|L7M629|L7M629_RHIPC			sp|B4M5X4|KIBRA_DROVI
OG0000978	sp|Q16UN6|NCBP1_AEDAE	tr|A0A023GM26|A0A023GM26_AMBTT, tr|B7Q634|B7Q634_IXOSC, tr|L7MIP7|L7MIP7_RHIPC		sp|Q16UN6|NCBP1_AEDAE	sp|B4JM29|NCBP1_DROGR
OG0000979	sp|Q9NXZ2|DDX43_HUMAN	tr|A0A023FN04|A0A023FN04_AMBCJ, tr|A0A023G545|A0A023G545_AMBTT, tr|V5HMB1|V5HMB1_IXORI			sp|Q86TM3|DDX53_HUMAN, sp|Q9NXZ2|DDX43_HUMAN
OG0000980	sp|Q3T147|DX39B_BOVIN	tr|L7M8B5|L7M8B5_RHIPC, tr|V5II29|V5II29_IXORI		sp|Q3T147|DX39B_BOVIN	sp|Q27268|DX39B_DROME, sp|Q3T147|DX39B_BOVIN
OG0000981	sp|Q5XH91|DDX1_XENTR	tr|A0A023GNS0|A0A023GNS0_AMBTT, tr|L7LVD8|L7LVD8_RHIPC		sp|A2VD92|DDX1_XENLA, sp|Q0IIK5|DDX1_BOVIN	sp|Q90WU3|DDX1_CHICK
OG0000982	sp|P30876|RPB2_HUMAN	tr|A0A023FP72|A0A023FP72_AMBCJ, tr|A0A023GPH8|A0A023GPH8_AMBTT, tr|B7QNH8|B7QNH8_IXOSC, tr|L7MJS3|L7MJS3_RHIPC			sp|P30876|RPB2_HUMAN
OG0000983	sp|Q9BUJ2|HNRL1_HUMAN	tr|A0A023FSM8|A0A023FSM8_AMBPA, tr|A0A023GD64|A0A023GD64_AMBTT, tr|B7P6Y8|B7P6Y8_IXOSC		sp|Q9BUJ2|HNRL1_HUMAN	sp|Q9BUJ2|HNRL1_HUMAN
OG0000984	sp|Q99KI0|ACON_MOUSE	tr|A0A023FY19|A0A023FY19_AMBPA, tr|A0A023GLX2|A0A023GLX2_AMBTT, tr|L7M2I7|L7M2I7_RHIPC		sp|Q99KI0|ACON_MOUSE	sp|Q99KI0|ACON_MOUSE
OG0000985	sp|Q6NVR8|LS14A_XENTR	tr|A0A023FK68|A0A023FK68_AMBCJ, tr|A0A023FV68|A0A023FV68_AMBPA, tr|F0J935|F0J935_AMBVA, tr|L7M4T4|L7M4T4_RHIPC		sp|Q8AVJ2|L14AB_XENLA	
OG0000986	sp|Q9Z1Z3|EPN2_RAT	tr|A0A023GKB6|A0A023GKB6_AMBTT, tr|L7M462|L7M462_RHIPC, tr|V5IF62|V5IF62_IXORI		sp|Q8CHU3|EPN2_MOUSE	sp|Q8CHU3|EPN2_MOUSE
OG0000987	sp|Q08CI8|S238A_DANRE, sp|Q96DW6|S2538_HUMAN	tr|A0A023GHY9|A0A023GHY9_AMBTT, tr|L7MGD5|L7MGD5_RHIPC, tr|V5HCH0|V5HCH0_IXORI			sp|Q96DW6|S2538_HUMAN
OG0000988	sp|A7Z035|EPN4_BOVIN	tr|A0A023FMR1|A0A023FMR1_AMBCJ, tr|A0A023GKY8|A0A023GKY8_AMBTT, tr|L7M751|L7M751_RHIPC		sp|A7Z035|EPN4_BOVIN	sp|Q14677|EPN4_HUMAN
OG0000989	sp|P59889|S39A1_DANRE, sp|Q55EA1|ZNTD_DICDI, sp|Q9NY26|S39A1_HUMAN, sp|Q9QZ03|S39A1_MOUSE	tr|L7M4F9|L7M4F9_RHIPC			sp|P59889|S39A1_DANRE
OG0000990	sp|A8WHP3|SC5A9_DANRE, sp|Q8WWX8|SC5AB_HUMAN	tr|B7QE19|B7QE19_IXOSC, tr|V5H943|V5H943_IXORI, tr|V5HNX5|V5HNX5_IXORI			sp|A8WHP3|SC5A9_DANRE
OG0000991	sp|Q569T7|MFS4B_XENLA, sp|Q80T22|MFS4B_RAT	tr|B7P7X6|B7P7X6_IXOSC, tr|B7QCD3|B7QCD3_IXOSC, tr|V5HJ64|V5HJ64_IXORI			sp|A4QN56|MFS4B_DANRE
OG0000992	sp|O15245|S22A1_HUMAN, sp|O75751|S22A3_HUMAN, sp|Q63089|S22A1_RAT	tr|A0A023GD78|A0A023GD78_AMBTT			sp|O77504|S22A1_RABIT, sp|Q9WTW5|S22A3_MOUSE
OG0000993	sp|O15440|MRP5_HUMAN, sp|Q9R1X5|MRP5_MOUSE	tr|A0A023GM34|A0A023GM34_AMBTT, tr|L7M014|L7M014_RHIPC, tr|L7M3I9|L7M3I9_RHIPC			sp|Q9R1X5|MRP5_MOUSE
OG0000994	sp|P82252|BAT1_RAT, sp|Q91WN3|S7A13_MOUSE, sp|Q9QXA6|BAT1_MOUSE	tr|L7MHX4|L7MHX4_RHIPC		sp|P82252|BAT1_RAT	sp|Q9QXA6|BAT1_MOUSE
OG0000995	sp|P43004|EAA2_HUMAN, sp|P43006|EAA2_MOUSE	tr|A0A023FJ54|A0A023FJ54_AMBCJ, tr|L7LZK2|L7LZK2_RHIPC		sp|P43004|EAA2_HUMAN	sp|P43006|EAA2_MOUSE
OG0000996	sp|Q9NVA4|T184C_HUMAN	tr|L7LVB0|L7LVB0_RHIPC, tr|L7LXQ1|L7LXQ1_RHIPC, tr|L7MAV3|L7MAV3_RHIPC, tr|V5HD91|V5HD91_IXORI			sp|Q9NVA4|T184C_HUMAN
OG0000997	sp|Q9W0S3|TI50B_DROME	tr|A0A023FLU4|A0A023FLU4_AMBCJ, tr|L7M1M5|L7M1M5_RHIPC, tr|V5HJF7|V5HJF7_IXORI		sp|Q9W4V8|TI50C_DROME	sp|Q9W4V8|TI50C_DROME
OG0000998	sp|Q8BLV3|SL9A7_MOUSE	tr|A0A023FLT3|A0A023FLT3_AMBCJ, tr|B7Q041|B7Q041_IXOSC, tr|L7LSA1|L7LSA1_RHIPC			sp|Q8BLV3|SL9A7_MOUSE, sp|Q8IVB4|SL9A9_HUMAN
OG0000999	sp|A0JPA0|CNNM4_XENTR, sp|Q9H8M5|CNNM2_HUMAN	tr|B7PFZ4|B7PFZ4_IXOSC, tr|L7LUI1|L7LUI1_RHIPC, tr|V5H0D7|V5H0D7_IXORI			sp|Q5U2P1|CNNM2_RAT
OG0001000	sp|Q8K415|S36A2_RAT, sp|Q8K4D3|S36A1_MOUSE	tr|A0A023GID0|A0A023GID0_AMBTT, tr|L7LUC5|L7LUC5_RHIPC, tr|L7LZT8|L7LZT8_RHIPC			sp|Q7Z2H8|S36A1_HUMAN
OG0001001	sp|Q9WU81|G6PT3_MOUSE	tr|A0A023GL22|A0A023GL22_AMBTT, tr|B7P1P9|B7P1P9_IXOSC, tr|L7MFF9|L7MFF9_RHIPC, tr|L7MGN9|L7MGN9_RHIPC			sp|Q9WU81|G6PT3_MOUSE
OG0001002	sp|Q80ZD3|S2611_MOUSE	tr|A0A023FPI8|A0A023FPI8_AMBCJ, tr|A0A023FSQ0|A0A023FSQ0_AMBPA, tr|A0A023GG58|A0A023GG58_AMBTT, tr|B7QIU6|B7QIU6_IXOSC			sp|Q80ZD3|S2611_MOUSE
OG0001003	sp|Q9H5I5|PIEZ2_HUMAN	tr|B7PSR6|B7PSR6_IXOSC, tr|L7M6F9|L7M6F9_RHIPC, tr|V5HC77|V5HC77_IXORI			sp|M9MSG8|PIEZO_DROME, sp|Q9H5I5|PIEZ2_HUMAN
OG0001004	sp|Q7PPA5|ATC1_ANOGA	tr|A0A023GLV9|A0A023GLV9_AMBTT, tr|L7M2H8|L7M2H8_RHIPC, tr|L7M6R1|L7M6R1_RHIPC		sp|Q7PPA5|ATC1_ANOGA	sp|Q7PPA5|ATC1_ANOGA
OG0001005	sp|P13607|ATNA_DROME	tr|A0A023FMF6|A0A023FMF6_AMBCJ, tr|A0A023FXW4|A0A023FXW4_AMBPA, tr|A0A023GNW2|A0A023GNW2_AMBTT		sp|P13607|ATNA_DROME	sp|P13607|ATNA_DROME
OG0001006	sp|O93379|P53_ICTPU	tr|A0A023FF34|A0A023FF34_AMBCJ, tr|A0A023G2C3|A0A023G2C3_AMBTT, tr|L7M288|L7M288_RHIPC, tr|V5HL78|V5HL78_IXORI			sp|O15350|P73_HUMAN
OG0001007	sp|Q6DDV0|MYNN_XENLA	tr|A0A023FKP3|A0A023FKP3_AMBCJ, tr|B7P5L4|B7P5L4_IXOSC, tr|B7PRX7|B7PRX7_IXOSC, tr|L7LVQ6|L7LVQ6_RHIPC, tr|L7M3L0|L7M3L0_RHIPC			
OG0001008	sp|Q1HGK7|KTNA1_CHICK	tr|A0A023GKV8|A0A023GKV8_AMBTT, tr|A0A090XDV6|A0A090XDV6_IXORI, tr|L7MJ55|L7MJ55_RHIPC			sp|O61577|KTNA1_STRPU, sp|Q5U3S1|KATL1_DANRE
OG0001009	sp|Q2LE78|BTBD6_XENLA, sp|Q5TZE1|BTB6B_DANRE, sp|Q8K2J9|BTBD6_MOUSE, sp|Q96KE9|BTBD6_HUMAN	tr|B7Q834|B7Q834_IXOSC			sp|Q8K2J9|BTBD6_MOUSE
OG0001010	sp|Q52KZ7|SBP1A_XENLA	tr|A0A023GKE9|A0A023GKE9_AMBTT, tr|B7QHA6|B7QHA6_IXOSC, tr|G3MNS7|G3MNS7_AMBMU		sp|Q52KZ7|SBP1A_XENLA	sp|Q52KZ7|SBP1A_XENLA
OG0001011	sp|Q0VFX9|GGACT_BOVIN	tr|A0A023FRI4|A0A023FRI4_AMBCJ, tr|A0A023G7K7|A0A023G7K7_AMBTT, tr|G3MSE7|G3MSE7_AMBMU, tr|L7LU28|L7LU28_RHIPC			sp|Q923B0|GGACT_MOUSE
OG0001012	sp|O60524|NEMF_HUMAN	tr|A0A023GBR7|A0A023GBR7_AMBTT, tr|A0A090X8K2|A0A090X8K2_IXORI, tr|V5H2E4|V5H2E4_IXORI		sp|Q8CCP0|NEMF_MOUSE	sp|Q9VBX1|NEMF_DROME
OG0001013	sp|Q9H0H5|RGAP1_HUMAN, sp|Q9WVM1|RGAP1_MOUSE	tr|A0A023GM08|A0A023GM08_AMBTT, tr|B7Q0H4|B7Q0H4_IXOSC, tr|V5II88|V5II88_IXORI			sp|Q9H0H5|RGAP1_HUMAN
OG0001014	sp|Q9VZV5|CYHR1_DROME	tr|A0A023GJ41|A0A023GJ41_AMBTT, tr|G3MM33|G3MM33_AMBMU, tr|L7MGE4|L7MGE4_RHIPC			sp|Q08CH8|CYHR1_DANRE, sp|Q2TAD9|CYR1B_XENLA
OG0001015	sp|Q8BIG4|FBX28_MOUSE, sp|Q9NVF7|FBX28_HUMAN	tr|L7M1C8|L7M1C8_RHIPC, tr|V5GJQ3|V5GJQ3_IXORI			sp|Q2NL16|FBX28_BOVIN, sp|Q9NVF7|FBX28_HUMAN
OG0001016	sp|Q9C8L4|ETHE1_ARATH	tr|A0A023FHF6|A0A023FHF6_AMBCJ, tr|A0A023G8G6|A0A023G8G6_AMBTT, tr|A0A023GE00|A0A023GE00_AMBTT		sp|Q9C8L4|ETHE1_ARATH	sp|Q9C8L4|ETHE1_ARATH
OG0001017	sp|P36080|RRP14_YEAST, sp|P70279|SURF6_MOUSE	tr|B7QB93|B7QB93_IXOSC, tr|L7MJJ5|L7MJJ5_RHIPC		sp|P70279|SURF6_MOUSE	sp|P70279|SURF6_MOUSE
